IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
2500,40,4,17
 ,20,4,19
 ,28,4,18
 , , ,13
2000,40,4000,20
5010,44,5,16
1500,44,8,24
1403,16,3,23
 , , ,15
 , , ,10
 , , ,
1500,20,2,17
280,9,1,13
1020,72,80,11
1028,45,2,10
 , , ,14
2200,40,80,16
2500,40,9998,21
1450,32,1,20
 , , ,15
1299,61,4,16
260,22,1,16
1025,60,80,13
 , , ,13
1025,48,9998,16
613,36,1,14
683,10,1,14
 , , ,14
 , , ,14
 , , ,9
 , , ,6
 , , ,
 , , ,
 , , ,13
 , , ,
 , , ,
2000,30,1,26
 , , ,27
1196,50,5,14
1429,55,5,13
 , , ,18
1839,67,1,17
1050,40,2,14
 , , ,15
 ,70,2,24
6400,53,9998,22
1666,51,1,14
 , ,2,10
 , , ,14
 , , ,14
1500,40,50,20
572,23,1,16
250,12,1,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,24
 , , ,13
 , , ,9
1600,40,200,20
2000,30,9998,20
 , , ,
 , , ,13
 , , ,
 , , ,
 , , ,1
790,63,1,13
760,54,1,11
3000,45,150,23
2500,45,1500,20
370,34,1,9
 , , ,11
866,45,3,14
1144,63,2,16
779,26,15,13
1200,54,9998,16
 , , ,19
 , , ,10
 , , ,11
 , , ,
 , , ,9
 , , ,
 , , ,
1000,55,1,14
1500,48,9998,15
80,5,1,11
 , , ,11
2165,61,8,14
1700,72,250,13
 , , ,13
1419,45,200,13
2578,42,1000,9
2200,48,2,14
 , , ,6
450,18,9998,15
 , , ,14
800,48,1,14
100,2,1,10
1299,45,6,11
300,15,1,9
217,30,4,13
1025,48,408,16
690,30,1,13
 , , ,
 , , ,
 , , ,18
4000,40,9998,23
 , , ,20
 , , ,14
 , , ,
 , , ,16
 , , ,
 , , ,
 , , ,22
2000,45,4,17
 , , ,20
 , , ,20
870,15,1,23
 , , ,14
 , , ,23
630,28,23,17
8000,40,9998,26
4000,45,9998,17
300,34,1,13
 , , ,20
 , , ,10
2800,30,550,21
 , , ,14
1516,47,4,14
1083,58,5,13
950,40,1,16
2000,50,8,17
2400,30,25,20
 , , ,14
3450,25,2,14
 , , ,17
 , , ,13
178,12,1,16
 , , ,11
 , , ,23
 , , ,14
 , , ,22
 , , ,14
5580,40,56,28
2700,55,25,17
 , , ,6
190,4,1,14
 , , ,14
5170,45,2,14
1025,48,30,13
 , , ,14
 , , ,14
 , , ,20
2660,48,18,14
3000,45,9998,20
4000,50,1,14
420,14,1,15
 , , ,11
1212,45,8,13
 , , ,5
2425,78,2,14
1700,66,400,13
95,21,12,14
275,34,1,15
 , , ,
 , , ,5
 , , ,
 , , ,
2800,78,1,13
2092,60,30,22
889,42,1,10
 , , ,24
700,48,3,17
3500,40,50,20
102,21,1,13
 , , ,10
2446,45,2,10
4500,70,2,20
1300,48,300,22
1025,48,6,17
 , , ,
 , , ,
2000,40,5,20
500,10,1,14
1403,48,2,14
910,56,2,10
800,37,1,16
2800,42,9998,19
2165,45,3,20
1512,48,25,13
1660,45,4,9
1949,48,3,10
130,4,2,11
 , , ,24
 , , ,13
1980,47,1,14
1819,66,2,11
1200,36,9995,6
6000,50,9998,22
1100,25,9998,24
 , , ,16
2200,36,9998,19
5560,106,2,22
 ,38,2,19
1100,30,230,14
2150,72,1,11
1250,35,2,18
1475,42,3,21
860,18,40,16
1200,66,550,13
1285,48,2,14
1200,60,30,14
1200,45,30,13
1200,46,550,15
 , , ,5
1177,22,1,14
1460,48,600,13
1300,56,4,14
 , ,2,11
 , , ,14
 , , ,
1025,48,9998,16
1650,24,1,14
1500,55,10,14
1200,55,10,13
1299,54,6,11
 , , ,10
1012,70,1,5
1000,42,3,14
 , , ,13
1500,54,70,17
1100,48,500,16
900,25,3,21
260,21,1,14
 , , ,13
2500,45,100,11
1477,84,3,13
1200,48,100,16
1100,48,40,20
 , , ,16
3000,48,30,24
 , , ,21
 , , ,14
500,35,2,13
 , , ,10
2200,98,4,16
640,60,1,6
 , , ,13
 , , ,24
 , , ,15
 , , ,8
 , , ,13
 , , ,22
 , , ,10
 , , ,
 , , ,
 , , ,
250,15,1,11
 , , ,8
 , , ,
 , , ,17
 , , ,6
 , , ,8
 , , ,14
1820,84,1,14
 , , ,
815,28,1,20
 , , ,14
 , , ,
 , , ,
 , , ,23
4200,40,9998,23
 , , ,14
 , , ,13
 , , ,11
 , , ,21
1025,22,45,21
5000,45,9998,21
4500,40,9998,24
 , , ,20
 , , ,
1600,46,20,20
 , , ,
 , , ,
 , , ,16
 , , ,5
 , , ,6
 , , ,20
4500,45,998,20
 , , ,19
 , , ,21
 , , ,17
 , , ,17
1250,56,1,11
 , , ,
 , , ,17
 , , ,11
9000,50,10000,19
 , , ,14
12000,40,1200,22
 , , ,16
 , , ,
 , , ,
1260,48,3,16
 , , ,11
700,51,1,13
1590,23,2,14
820,23,1,14
1600,77,250,14
 , , ,8
2000,48,3,18
2100,48,10,16
 , , ,10
1200,40,4,13
 , , ,16
 , , ,11
 , , ,10
 , , ,23
1200,48,20,24
 , , ,
 , , ,
 , , ,8
1040,56,1,18
 , , ,21
1400,45,7,14
465,65,1,9
800,30,15,15
1083,44,4,14
1299,25,5,14
800,51,2,23
 , , ,19
 , , ,14
 , , ,13
 , ,2,15
1516,52,3,16
1200,48,40,19
 , , ,17
 , , ,
 , , ,
3000,40,10,22
 , , ,
1620,84,3,14
 , ,3,14
 , ,3,19
1025,48,9998,22
680,23,1,16
2240,48,9998,16
760,46,10,14
 , , ,21
1400,48,2,14
 ,42,2,14
4000,35,9998,23
3500,50,502,21
1200,78,1,20
 , , ,20
 , , ,5
4000,40,998,23
 , , ,17
 , , ,17
 , , ,
2500,48,10,23
8000,40,5000,23
2500,40,1,21
 , , ,14
1800,36,9998,16
2500,36,9998,22
 , , ,10
 , , ,24
900,30,12,21
1025,48,18,13
 , , ,13
 , , ,15
 , , ,18
 , , ,11
1299,72,3,11
545,24,2,14
1925,52,40,21
 , , ,0
 , , ,6
 , , ,13
2600,30,9998,16
2500,36,9998,28
 , , ,13
1475,48,1,6
1800,40,80,20
 , , ,15
2200,30,9998,22
2200,51,30,17
 , , ,24
2400,30,9998,22
 , , ,20
 , , ,20
2980,42,9998,22
 , , ,14
2000,60,2,13
 , , ,11
 , , ,14
 , , ,20
 , , ,13
100,3,1,13
1250,60,1,15
 , , ,10
1500,72,3,13
700,16,1,10
1205,69,110,14
2500,50,1,14
 ,24,2,17
1580,84,2,23
900,20,16,23
2050,42,4,19
 , , ,17
1560,48,2,13
 ,30,2,22
 , , ,11
1505,45,10,14
 , , ,1
1489,66,5,9
 , , ,0
990,22,1,1
 , , ,14
458,40,1,13
 , , ,15
1200,36,9998,14
580,48,1,16
230,12,1,5
 , , ,
 , , ,
1500,36,9998,17
 , , ,13
 , , ,6
1299,22,1,15
1600,48,15,17
1025,59,10,15
 , , ,11
2200,74,5,14
230,8,2,9
 , , ,10
1600,54,2,14
 ,30,2,19
 , , ,5
780,69,1,0
1299,54,5,14
 , , ,16
1039,45,5,13
 , , ,1
1440,53,1,17
 , , ,10
 , , ,14
 , , ,10
600,25,9,16
 , , ,9
1545,45,200,14
1599,66,6,13
 , , ,
 , , ,21
 , , ,9
 , , ,14
1025,48,50,5
 , , ,11
1500,41,2,14
1397,52,2,13
125,17,1,5
 , , ,11
1800,60,1,15
1125,48,500,15
180,9,1,13
 , , ,14
1460,50,50,14
 , , ,5
880,36,1,6
1750,60,2,16
 ,72,2,8
2102,84,2,6
 , , ,16
1025,57,200,16
 , , ,10
 , , ,13
 , , ,5
 , , ,13
1519,56,1,18
 , , ,13
590,22,1,14
3000,48,40,17
216,4,1,13
1516,84,10,10
629,19,2,13
 , ,2,11
2397,54,3,13
 ,25,2,10
1000,55,10,17
653,19,30,21
405,32,1,13
1600,66,5,14
 , , ,16
1025,60,2,5
1540,66,2,14
600,42,1,5
4408,52,5,21
 ,50,5,17
2500,60,4,13
 , , ,10
2700,54,505,18
1200,40,50,18
 , , ,6
 , , ,9
800,40,1,8
1610,62,200,14
 , , ,
 , , ,
 , , ,16
 , , ,13
 , , ,15
2012,53,1,24
 , , ,
1150,38,1,14
2500,16,90,21
160,34,1,13
500,42,1,13
1113,48,2,5
 , , ,10
 , , ,9
1325,54,110,16
270,30,1,13
 , , ,
 , , ,9
 , , ,5
909,51,4,14
989,56,1,14
 , , ,11
2300,30,9000,25
 , , ,13
1500,50,1,19
1570,18,200,17
 , , ,18
 , , ,21
10,4,1,10
347,16,1,14
520,30,2,13
 , , ,13
2724,57,2,11
3000,37,2,14
3460,33,9000,23
400,7,1,14
 , , ,5
 , , ,9
1732,52,1,20
1200,48,1,13
1441,51,10,14
1876,35,1,22
 ,30,9000,19
 , , ,10
620,24,1,20
 , , ,20
 , , ,11
 , , ,11
2000,45,2,14
1839,60,2000,13
 , , ,14
 , , ,14
 , , ,20
278,12,2,5
1400,36,2,13
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,19
433,24,2,11
 , , ,14
 , , ,10
 , , ,8
 , , ,14
173,7,3,13
1025,49,80,20
 , , ,18
3000,45,12,21
 , , ,9
 , , ,13
3500,36,3000,20
1025,48,800,13
 , , ,10
2300,61,180,13
3200,62,510,17
866,28,1,14
 , , ,8
 , , ,9
 , , ,5
3700,36,9998,16
3000,42,1500,17
1118,35,3,11
 , , ,8
500,12,1,10
2662,30,2,15
 ,45,2,16
2000,48,2,21
 ,48,2,14
2900,36,9998,19
6000,40,180,23
1525,30,18,24
 , , ,5
 ,24,2,17
1060,40,2,16
1248,50,1,8
 , , ,5
 , , ,13
 , , ,11
996,51,1,5
 , , ,14
 , , ,10
1580,46,1,11
 , , ,10
693,40,7,14
 , , ,14
1313,40,1,5
 , , ,8
779,36,2,13
217,20,2,10
 , , ,18
300,14,3,11
1200,48,9998,16
 , , ,20
2800,48,1,14
 , ,2,16
 , , ,14
 ,84,2,9
1619,84,2,5
1299,48,30,13
 , , ,13
 , , ,14
50,4,1,16
 , , ,17
50,4,1,9
5000,46,300,20
1200,60,100,14
 , , ,14
 , , ,8
 , , ,14
 , , ,9
1800,30,1000,16
1700,46,3,13
500,25,10,20
 , , ,10
1400,48,300,14
500,30,15,14
 , , ,14
 , , ,8
 , , ,13
3000,42,1,24
 , , ,21
7000,66,9000,20
1500,40,60,19
300,12,1,13
1997,45,1,13
3000,48,15,21
 , , ,
407,16,5,15
 , , ,
2000,45,4,21
 , , ,19
 , , ,14
 , , ,13
 , , ,16
 , , ,13
3000,48,1500,20
2460,48,9000,5
 , , ,6
1039,19,4,13
1800,47,700,20
 , , ,
 , , ,
300,40,1,13
60,3,1,6
 , , ,13
 , , ,8
1299,48,4,10
 , , ,
2600,36,45,13
1732,66,3,13
 , , ,16
 , , ,11
 , , ,11
 , , ,11
1732,48,4,10
 , , ,10
500,36,1,13
 , , ,14
3000,30,1,16
900,26,1000,17
 , , ,8
1732,55,4,20
 , , ,14
 , , ,23
 , , ,17
500,36,1,17
1400,58,1,22
 , , ,19
1079,36,1,11
 , , ,8
3500,40,1,23
1025,45,1,14
 , , ,11
 , ,2,16
1285,36,5,13
 , , ,14
 , , ,18
3500,96,608,22
 , , ,19
 , , ,21
1200,54,9998,13
3600,55,9998,23
1200,48,1,17
 , , ,9
2000,20,1,24
3400,36,9998,23
 , , ,17
 , , ,23
 , , ,16
2000,72,2000,15
2180,48,40,23
 , , ,0
900,54,4,13
 , , ,18
3000,40,600,23
8361,36,1,24
 , , ,21
1000,18,1,16
 , , ,8
 , , ,22
 , , ,20
 , , ,14
2250,48,1000,14
625,3,1,16
 , , ,8
6000,40,9998,20
1350,60,1,16
 , , ,11
 , , ,10
6000,48,9998,23
5000,44,2000,26
15000,44,9,22
3000,45,2000,17
 , , ,11
5000,40,5,22
 , , ,20
 , , ,
 , , ,
 , , ,16
 , , ,19
2500,40,50,19
1385,56,10,13
 , , ,
 , , ,23
3700,54,1,13
 , , ,24
1025,48,1,24
650,25,1,20
1025,40,150,13
1350,28,1,13
 , , ,22
2000,48,9998,15
 , , ,14
1350,60,15,13
520,16,1,13
92,2,1,10
850,21,1,11
1560,48,18,14
 , , ,
 , , ,
 , , ,
 , , ,11
4500,40,50,21
1500,30,1,14
 , , ,16
 , , ,11
350,10,1,13
 , , ,10
3800,40,100,17
7500,47,1500,21
346,4,1,21
7000,44,5000,23
 , , ,16
 , , ,10
 , , ,22
3000,40,90,23
3696,28,1,20
 , , ,20
 , , ,13
 , , ,14
 , , ,24
1200,60,1,14
1083,60,2,14
1000,44,1,21
 , , ,21
 , , ,14
 , , ,17
 , , ,19
1500,56,1,14
2000,48,1,13
2800,48,50,19
 , , ,13
1320,48,1,13
1400,48,8,17
2000,48,8,14
 , , ,14
 , , ,18
6200,48,3000,21
5000,40,800,20
 , , ,
 , , ,
2800,48,500,20
 , , ,13
 , , ,17
 , , ,
1017,13,2,14
 , , ,
 , , ,
 , , ,6
3000,30,1,28
6000,40,998,20
5000,40,998,22
7500,50,1000,27
780,40,1,10
 , , ,11
 , , ,16
2030,30,1,22
4000,40,600,22
 , , ,14
1550,42,2,16
2382,43,5000,13
3000,45,500,22
 , , ,11
 , , ,8
4500,45,90,23
2600,40,1000,20
 , , ,19
180,8,1,14
 , , ,16
4000,40,1000,22
2800,45,1000,21
5200,40,7000,21
1800,48,60,17
1025,48,30,17
2728,45,150,13
 , , ,19
2252,60,9,14
 , , ,10
1285,50,1,5
 , , ,13
1800,60,11,16
6544,49,1,23
3400,66,8,27
 , , ,21
 , , ,9
160,5,1,8
 , , ,17
 , , ,23
1200,35,100,20
 , , ,20
 , , ,11
2507,49,1,19
1100,18,16,21
1700,34,80,21
 , , ,17
 , , ,
 , , ,17
 , , ,24
 , , ,14
6200,46,400,23
 , , ,20
 , , ,20
4000,40,1,21
9000,40,50,19
2500,30,1,22
5000,34,1,21
6000,40,300,21
10000,50,9099,27
 , , ,19
3522,57,9099,20
4000,46,60,23
1500,40,20,20
1350,35,3,14
 , , ,10
 , , ,24
5000,40,9998,24
 , , ,20
1800,48,25,17
 , , ,13
2450,60,2,14
2500,45,100,23
2000,45,50,23
 , , ,21
 , , ,13
4500,45,50,24
2500,40,80,24
2000,45,1000,22
5000,40,9998,23
1025,70,11,20
 , , ,20
 ,15,2,16
6000,40,2,23
2500,36,998,17
3122,73,1,21
1500,60,6,15
 , , ,20
 , , ,
2400,48,60,14
 , , ,14
 , , ,13
1600,40,165,14
 , , ,14
 , , ,
 , , ,17
 , , ,16
 , , ,
 , , ,
 , , ,18
 , , ,10
1413,31,10,13
 , , ,10
1299,40,7,14
 , , ,13
1400,48,50,16
1100,48,20,13
 , , ,14
1299,60,5,13
 , , ,5
 , , ,11
2000,70,1,13
 , , ,15
 ,18,3,11
3755,60,2,14
 , , ,10
 , , ,11
6866,40,5,20
 ,24,5,14
5800,70,5,22
4080,60,1,17
 , , ,19
 , , ,8
 , , ,1
771,36,2,14
1610,45,9998,13
 , , ,10
2406,72,2,11
 , ,2,14
1500,88,1,1
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,0
650,40,1,8
866,17,1,14
1632,72,1,11
 , , ,
440,8,1,17
1763,56,3,11
130,6,2,16
 ,18,3,15
 , ,3,16
453,35,6,16
433,35,10,15
200,10,1,14
1473,66,3,14
 , , ,16
1968,60,2,22
 ,50,2,17
 , , ,11
1700,85,2,11
 , , ,8
1108,48,2,22
1000,60,1,22
2050,50,1,16
 , , ,16
80,2,1,19
3500,46,9990,24
7500,60,9000,20
425,22,2000,21
1025,72,1,21
 , , ,
 , , ,14
15000,56,10,20
2594,40,2,13
 , , ,13
6000,54,100,21
 , , ,14
3000,40,998,20
 , , ,28
 , , ,14
 , , ,13
 , , ,11
3400,14,1,24
 , , ,27
 , , ,14
 , , ,21
2300,40,100,16
2000,40,30,13
4973,64,998,17
 , , ,17
 , , ,13
2500,44,1,16
2000,45,998,19
 , , ,19
 , , ,13
5000,40,998,21
 , , ,13
1120,50,1,17
1600,54,1,14
 , , ,
 , , ,
1429,45,1,13
1200,56,998,14
43,2,2,11
 , , ,8
 , , ,13
 , , ,21
5000,40,300,19
5500,40,1000,26
 , , ,
 , , ,
1850,23,3,20
2000,40,15,13
2500,40,250,13
2200,43,12,21
5000,40,998,21
 , , ,19
 , , ,14
844,14,1,14
830,14,1,13
 , , ,14
 , , ,16
8500,53,37,16
4500,36,200,17
4500,40,9998,24
2880,71,1,16
4300,48,1,17
3000,48,1,16
 , , ,20
4000,40,1,21
 , , ,
4500,45,2000,27
 , , ,
 , , ,21
2260,42,1,23
4500,48,7000,19
3200,44,2,19
3930,30,1,17
4000,40,300,20
4000,40,1,27
 , , ,21
 , , ,19
 , , ,10
 , , ,
5000,48,6,17
6000,46,2,18
 , , ,
 , , ,
 , , ,
 , , ,19
850,4,1,22
 , , ,11
2421,45,3,14
3000,40,501,21
3029,54,4,13
 , , ,10
1000,48,1,13
 , , ,10
866,42,3,10
1500,48,200,14
1600,48,80,14
 , , ,22
3000,40,50,21
 , , ,13
 , , ,21
 , , ,9
1560,68,2,23
900,42,1,23
4000,30,2,25
 , , ,22
2100,52,1,19
8000,70,500,23
4000,40,100,16
8000,40,80,21
 , , ,10
 , , ,14
 , , ,
6500,46,1,19
2000,24,1,18
 , , ,14
3025,45,3,14
2000,6,200,23
100,18,1,22
 , , ,13
 , , ,18
4200,48,1,22
 , , ,13
2450,48,1,13
4000,90,16,27
4500,40,9998,24
9800,40, ,24
500,10,1,20
 , , ,21
 , , ,11
9000,40, ,22
 , , ,16
4300,45,70,24
 , , ,17
10660,51, ,22
200,2,2,17
2400,40,17,19
 , , ,23
 , , ,21
 , , ,
 , , ,
7500,48,1500,23
 , , ,
 , , ,
1516,45,3,20
 , , ,13
 , , ,21
11000,70,500,19
 , , ,23
9000,58,1000,23
 , , ,9
2950,70,1,14
1100,84,8,14
 , , ,14
 , , ,
 , , ,
2980,54,1300,22
6550,55,2000,19
550,24,800,16
 , , ,14
 , , ,22
 ,24,5,14
1583,21,5,14
 ,25,5,15
2165,54,40,11
 , , ,18
 , , ,11
1000,30,2,14
1350,40,515,16
1888,19,8,14
1025,48,6,16
2000,40,9000,20
 , , ,22
2000,40,510,13
460,46,1,13
1249,45,1,13
 , , ,13
 , , ,10
2000,54,22,16
 , , ,22
5800,40,1,23
 , , ,21
 , , ,
1200,60,5,16
1500,40,20,16
 , , ,17
 , , ,16
4000,40,80,19
 , , ,
500,15,1,18
10500,56,3000,19
12000,45,1000,24
1150,48,80,20
1025,55,120,18
1500,40,6,20
2000,25,6,23
 , , ,
 , , ,20
6000,40,1000,22
 , , ,21
 , , ,17
3500,40,2000,21
6000,48,4,19
 , , ,
 , , ,
 , , ,22
6000,54,6,22
 , , ,20
 , , ,19
 , , ,19
3460,50,1,23
5000,40,20,22
3000,40,5,21
12000,50,1,24
 , , ,16
3500,40,150,22
 , , ,23
5000,40,50,27
 , , ,9
8000,40,250,28
6000,40,150,27
7000,40,100,23
6000,48,6,24
10000,40,600,21
1500,40,600,21
 , , ,
 , , ,19
 , , ,11
 , , ,
 , , ,5
 , , ,
300,10,1,16
 , , ,22
 , , ,16
 , , ,23
 , , ,21
6000,54,30,23
6000,40,100,23
6000,40,998,24
 , , ,18
15000,40,998,25
25000,46,998,24
2923,61,1,17
10000,30,1,24
2350,35,1,23
 , , ,13
 , , ,14
5000,40,4000,13
4000,40,1000,22
 , , ,
 , , ,23
 , , ,17
3530,30,1,16
5500,66,1,22
 , , ,10
 , , ,10
 , , ,18
 , , ,16
2100,41,4,17
1000,40,4,16
4000,35,9998,27
 , , ,13
 , , ,
 , , ,
6000,49,4,19
18000,72,9998,24
 , , ,23
 , , ,13
 , , ,10
 , , ,16
 , , ,9
 , , ,9
 , , ,9
 , , ,17
1800,40,9000,16
1440,36,1,16
 , , ,13
1025,45,90,19
 , , ,
 , , ,
30,2,1,20
735,8,1,16
1730,63,1,16
680,21,1,14
27,14,1,14
900,86,1,14
1325,54,10,16
1025,18,15,15
 , , ,13
1750,68,20,21
1600,48,10,13
300,4,1,15
 , , ,14
1800,66,500,10
 , , ,16
 , , ,10
833,27,4,13
7960,54,2,19
1545,24,50,20
 , , ,19
 , , ,21
 , ,2,13
238,40,2,20
3000,84,150,22
 , , ,13
3000,50,9998,20
920,16,1,16
78,7,2,15
1500,54,15,14
1050,40,20,21
394,15,1,13
2200,40,50,16
1500,33,7,20
 , , ,22
 , , ,18
 ,56,8,16
8870,51,8,14
 ,20,8,13
866,48,1,13
1299,48,8,17
1083,48,8,15
 , , ,22
 , , ,21
 , , ,24
6000,30,1,21
6000,40,100,23
4000,48,200,16
5000,40,60,21
1164,36,1,17
2020,58,800,16
250,10,1,19
4200,46, ,13
249,6,1,8
2700,48,200,14
1200,45,1000,14
 , , ,11
1025,45,600,10
400,46,6,14
 , , ,21
 , , ,16
1800,64,1,16
996,18,1,13
840,32,1,16
1118,85,1,16
185,18,2,11
 , , ,14
 , , ,14
2040,79,1,1
1083,70,5,13
1024,46,11,13
 , , ,13
 , , ,13
1300,40,3,14
2000,43,45,22
2182,44,1000,16
590,66,1,15
1730,48,1000,17
1200,48,800,14
1720,66,2,11
1200,54,2,13
1025,54,1000,14
1666,53,2,11
1299,21,7,18
 , , ,16
5000,40,3,20
 ,42,2,15
3520,54,2,16
1800,43,10,20
2000,44,2000,21
2131,54,3,20
3800,48,100,20
5300,72,5000,24
2600,30,1000,23
 , , ,17
3500,50,9000,17
2104,54,100,10
1418,48,3,15
2500,48,3,13
3000,46,5,11
 , , ,10
1732,44,5,21
1740,48,300,21
1500,40,100,17
 , , ,11
 , , ,0
 , , ,9
1700,48,200,17
1200,48,200,14
 , , ,
2598,48,20,13
2260,48,1000,14
1025,48,100,13
1700,36,1000,14
1560,54,2,14
 , , ,14
1025,40,1000,23
1930,24,1,16
 , , ,16
 , , ,16
3500,60, ,15
 , , ,14
3500,48,200,18
6400,64,9998,26
 , , ,5
 , , ,5
2500,45,27,17
900,45,1,14
 , , ,
 , , ,
 , ,2,14
 , , ,8
1025,46,35,13
 , , ,19
 , , ,8
1876,45,7,14
 , , ,17
1025,46,500,16
875,24,1,13
2040,48,2,10
 , , ,21
1410,82,1,11
 , , ,11
1083,72,3,15
 , , ,14
 , , ,14
 , , ,13
 , , ,14
 , , ,16
1500,65,1,14
50,2,5,17
1786,54,2,13
 , , ,10
4360,48, ,16
1700,31,1,15
8000,63,4,18
1200,40,3,14
1600,45,1,16
 , , ,11
 , , ,9
 , , ,13
390,20,1,22
1732,45,5,20
400,72,1,19
2102,72,1,13
1325,40,1,14
 , , ,11
1689,53,13,13
 , , ,14
 , , ,10
1516,59,6,8
 , , ,5
 , , ,6
2667,48,1,14
1732,48,7,15
 , , ,10
2698,45,150,16
600,30,11,17
 , , ,16
2500,45,100,15
 , , ,9
3000,50,50,19
 , , ,
 , , ,16
 , , ,9
 , , ,
650,33,4,13
2955,72,4,13
1400,45,30,16
733,47,3,18
 , ,4,10
 ,30,4,21
200,42,1,9
 , , ,0
 , , ,13
 ,21,2,6
 , , ,
 , , ,
3325,84,9998,17
1200,48,15,16
1000,72,6,18
200,14,1,13
 , , ,14
 , , ,14
 , , ,16
 , , ,13
1025,48,800,13
1800,66,1000,13
 , , ,10
 , , ,10
 , , ,13
1025,48,1000,15
1200,60,2000,14
950,12,1,16
3500,40,50,20
 , , ,11
4910,61,1,19
 , , ,20
4017,52,2,13
 , , ,17
1325,60,20,14
866,45,2,10
2000,50,2,13
1500,17,1,15
1750,50,1,17
 , , ,16
1200,60,600,17
 , , ,14
1680,84,2,14
 , , ,21
1400,56,3,8
 , ,3,20
 , , ,
 , , ,
3260,92, ,20
1500,84,3,13
 ,36,3,14
 , , ,14
280,5,1,13
 , , ,14
 , , ,10
 , , ,10
 , , ,13
 , , ,8
1680,54,1,13
1320,40,1,16
1250,66,1,10
900,25,9998,13
1500,44,60,14
 , , ,13
1150,43,1,17
 , , ,17
173,6,2,16
1299,54,4,19
3500,40,1500,24
1385,42,3,14
1404,44,1,13
1555,30,1,14
1200,40,6,22
700,20,5,18
717,28,2,13
4000,40,1000,22
1949,4,1,11
1949,44,5,13
173,6,2,11
 , , ,14
1130,50,2,14
2959,51,3,10
 ,30,10,22
 , , ,9
 , , ,10
3200,48,400,22
6000,50,5000,23
 , , ,15
 , , ,19
4560,70,600,16
1100,36,2,15
 , , ,13
866,60,2,14
 , , ,10
1949,70,200,14
650,17,9998,14
1025,48,400,13
1020,48,200,16
 , , ,14
 , , ,15
1600,72,9998,13
2250,58,200,14
 , , ,14
1600,40,26,17
433,12,5,16
 , , ,14
 , , ,9
2000,44,32,17
 , , ,20
2080,48,1200,14
1400,44,6,16
2400,44,1,14
 , , ,13
 , , ,5
 , , ,6
1325,45,2,8
1300,36,60,16
3115,50,4,13
2240,98,1,11
500,24,4,15
710,70,1,11
2260,77,1,14
1190,60,2,14
2200,72,2000,16
 ,22,2,14
2600,30,1000,22
2600,30,1000,23
1200,72,300,8
 , , ,13
1490,53,1,14
 , , ,13
1025,48,400,14
 , , ,5
1200,68,200,22
866,48,2,14
2000,86,2,14
 ,24,2,8
 , , ,14
1590,48,1,14
1985,66,1,14
9000,50,12,16
2420,48,3,17
 ,48,3,16
 , , ,14
 , , ,8
1650,70,1,14
 , , ,10
2000,81,1,14
2250,89,1,16
 , , ,16
1550,46,80,17
1025,48,15,14
 , , ,16
 , , ,10
1512,48,8,11
1308,44,5,22
 , , ,13
1200,48,10,17
 , , ,0
 , , ,14
4080,48,1000,21
 , , ,16
 , , ,5
1300,42,4,13
 , , ,9
1025,48,14,14
 , , ,11
 , , ,10
 , , ,14
 , , ,17
2250,48,1,13
2000,40,50,20
 , , ,21
 , , ,16
 , , ,
 , , ,
 , , ,0
 , , ,20
 , , ,
 , , ,
2150,55,1,19
1025,48,200,17
1500,40,16,19
693,18,2,19
 , , ,20
1500,35,20,21
4000,50,300,14
 , , ,24
 , , ,13
 , , ,14
500,30,1,22
 , , ,1
2148,54,1,17
866,50,10,16
 , , ,16
2598,72,20,13
 , , ,14
 , ,2,19
1500,56,1,13
1376,55,1,16
7000,45,5000,24
6000,45,5000,22
 , , ,20
1280,48,1,8
187,38,1,0
 , , ,
 , , ,
1710,48,2,13
 , , ,
1500,50,30,17
 , , ,15
380,30,2,13
1025,48,200,14
 , , ,11
1299,40,1,14
 , , ,14
1083,26,2,14
953,36,13,11
1500,90,1,14
 , , ,11
860,28,1,14
303,9,1,9
866,25,1,16
 , , ,11
2500,55,50,13
1029,29,1,13
2280,78,1,13
1660,56,1,13
 , , ,16
 , , ,13
 , , ,16
 , , ,0
2450,58,1,14
2252,45,3,14
1913,63,1,16
1025,48,501,16
2645,57,5,14
627,19,3,14
900,40,1,5
873,38,1,11
1328,70,1,9
1968,62,2,10
 , , ,22
2000,58,20,13
 , , ,14
2598,46,120,14
 , , ,11
 , , ,10
1656,50,1,13
 ,23,2,13
2300,45,200,13
 , , ,13
2500,40,1,17
2144,46,3,13
 , , ,10
1800,40,200,17
3800,59,150,16
1600,7,1,16
2200,46,300,15
1200,66,100,13
 , , ,10
281,23,1,13
1500,48,120,21
80,7,1,11
1208,48,9998,17
 , , ,14
2000,55,998,17
 , , ,15
 , , ,14
1299,53,7,14
 , , ,13
 , , ,
 , , ,13
 , , ,13
205,5,1,20
1500,48,200,19
1200,40,60,13
1500,40,30,16
1342,24,1,14
 , , ,14
 , , ,10
4000,60,2,20
1025,39,50,13
 , , ,16
1025,40,10,16
1300,40,30,22
 , , ,22
 , , ,17
 , , ,
 , , ,
 , , ,13
 , , ,17
 , , ,15
2100,48,510,20
4000,45,3,22
3300,43,3,16
1800,48,3,21
3850,42,1,20
90,12,1,19
 , , ,21
2800,30,2,14
